event_id,month,group,income,debt_ratio,history_months,late_payments,requested_amount,employment_years,default
sim-009148,18,group_a,50320.96,0.4395,155.2,1,11674.56,10.4,0
sim-009149,18,group_a,73512.05,0.2814,130.8,1,14999.05,2.5,0
sim-009150,18,group_a,35258.95,0.4631,25.2,1,14068.85,0.5,1
sim-009151,18,group_a,67128.53,0.423,78.7,1,6627.44,6.6,1
sim-009152,18,group_a,100766.77,0.326,112.8,4,2165.09,2.0,0
sim-009153,18,group_b,43851.84,0.4594,83.0,1,4440.95,0.7,0
sim-009154,18,group_a,52876.21,0.7563,36.9,0,4371.72,4.3,0
sim-009155,18,group_b,29003.68,0.2902,49.5,2,8881.33,4.8,0
sim-009156,18,group_a,62411.43,0.3077,62.6,1,4846.66,7.5,0
sim-009157,18,group_a,68885.74,0.241,16.5,1,5672.75,3.8,0
sim-009158,18,group_a,34833.32,0.063,134.0,0,6719.59,10.8,0
sim-009159,18,group_a,54840.65,0.4341,27.9,1,39329.2,8.7,1
sim-009160,18,group_a,48232.99,0.3359,46.5,2,17678.46,5.4,1
sim-009161,18,group_b,50520.27,0.1458,72.7,0,6710.98,1.7,0
sim-009162,18,group_b,60297.64,0.6919,37.9,2,20326.54,1.9,1
sim-009163,18,group_a,53313.12,0.4964,24.0,1,8635.94,4.6,0
sim-009164,18,group_a,40442.04,0.1597,53.3,1,5607.28,7.7,0
sim-009165,18,group_a,60838.89,0.4572,121.5,1,10114.36,9.3,0
sim-009166,18,group_b,68389.84,0.4073,142.6,0,5038.55,7.8,1
sim-009167,18,group_a,33970.18,0.4072,51.9,1,3037.98,9.0,0
sim-009168,18,group_a,42840.72,0.2485,60.3,1,2866.49,3.5,0
sim-009169,18,group_a,20397.12,0.2683,28.5,1,14189.73,0.8,0
sim-009170,18,group_a,54781.68,0.1895,41.0,0,7504.91,4.0,0
sim-009171,18,group_b,71661.53,0.1219,80.3,0,4692.95,8.9,0
sim-009172,18,group_a,38481.62,0.2113,72.0,2,9704.92,2.6,0
sim-009173,18,group_a,45344.46,0.4773,93.3,0,3845.43,4.8,1
sim-009174,18,group_b,39085.93,0.2989,57.9,0,4690.16,1.5,0
sim-009175,18,group_b,36488.91,0.5015,98.1,0,10101.34,4.2,0
sim-009176,18,group_a,47264.37,0.3693,79.8,1,20731.16,8.4,0
sim-009177,18,group_a,30841.55,0.199,35.7,1,4137.32,3.0,1
sim-009178,18,group_b,38839.14,0.4029,25.4,0,4646.14,2.1,0
sim-009179,18,group_a,29321.86,0.3035,73.5,2,7351.06,5.4,0
sim-009180,18,group_a,54907.88,0.2158,114.1,0,11107.67,3.2,0
sim-009181,18,group_a,47404.86,0.3356,17.0,4,9475.9,3.4,0
sim-009182,18,group_a,35770.55,0.3378,60.2,0,6417.95,2.5,0
sim-009183,18,group_b,43546.0,0.1678,39.8,1,7485.85,1.1,0
sim-009184,18,group_b,39077.24,0.4737,77.2,1,9023.78,4.7,1
sim-009185,18,group_b,69316.34,0.6303,52.8,1,19337.69,4.3,0
sim-009186,18,group_b,35624.0,0.1771,82.3,1,12593.14,1.2,0
sim-009187,18,group_b,55978.27,0.4743,99.8,1,5339.22,8.0,1
sim-009188,18,group_b,31882.51,0.2258,56.3,4,3784.42,7.2,1
sim-009189,18,group_b,60353.86,0.307,76.4,1,11165.46,2.2,0
sim-009190,18,group_a,66281.65,0.3238,119.6,0,4287.85,12.8,0
sim-009191,18,group_a,67608.75,0.1987,75.6,1,9950.65,8.8,0
sim-009192,18,group_a,79525.03,0.4145,31.1,3,11723.68,4.4,1
sim-009193,18,group_a,48476.14,0.7254,33.0,2,13582.62,3.2,1
sim-009194,18,group_a,72109.25,0.2302,53.3,0,4675.06,9.1,0
sim-009195,18,group_a,84808.88,0.2384,65.4,1,12126.48,1.6,0
sim-009196,18,group_a,26761.99,0.3595,88.6,0,13979.5,2.2,0
sim-009197,18,group_a,33277.61,0.278,57.3,1,7149.91,5.1,0
sim-009198,18,group_a,22875.13,0.2569,32.0,1,5156.33,5.2,0
sim-009199,18,group_a,66948.61,0.3254,105.7,2,8029.46,15.2,0
sim-009200,18,group_a,22752.18,0.4934,77.4,4,8482.62,6.5,1
sim-009201,18,group_b,20301.83,0.2266,35.2,1,12960.2,4.1,1
sim-009202,18,group_a,27040.61,0.2496,18.8,1,8361.91,3.9,0
sim-009203,18,group_a,20659.05,0.4412,80.1,1,9430.92,4.7,1
sim-009204,18,group_a,48064.85,0.0884,61.9,0,11360.69,1.2,0
sim-009205,18,group_b,27186.94,0.1907,79.3,2,7423.87,5.7,1
sim-009206,18,group_b,21080.02,0.1472,45.4,2,8568.48,3.9,0
sim-009207,18,group_a,42125.7,0.2105,96.3,2,5198.42,11.0,0
sim-009208,18,group_a,43182.35,0.5005,39.2,0,8137.18,2.9,0
sim-009209,18,group_b,19549.23,0.4368,69.2,0,7292.22,14.0,0
sim-009210,18,group_b,31768.98,0.4136,107.4,6,7601.87,1.4,0
sim-009211,18,group_a,41549.96,0.4371,79.5,1,4645.65,2.2,0
sim-009212,18,group_a,36906.18,0.1091,28.0,1,7958.4,3.0,0
sim-009213,18,group_a,37332.41,0.6064,104.2,2,5748.72,1.4,1
sim-009214,18,group_a,70354.39,0.5654,75.3,3,7706.93,4.1,1
sim-009215,18,group_b,105614.27,0.2246,91.0,1,8455.63,15.0,0
sim-009216,18,group_b,37587.04,0.5322,29.6,3,19385.42,7.6,1
sim-009217,18,group_b,24607.58,0.1298,87.2,0,6040.25,4.1,0
sim-009218,18,group_b,38850.46,0.4447,31.6,3,5534.52,3.2,1
sim-009219,18,group_a,46518.39,0.2941,88.1,0,7350.23,9.2,0
sim-009220,18,group_b,41924.39,0.5706,70.7,2,5040.09,14.6,0
sim-009221,18,group_a,55408.61,0.3809,46.3,0,2797.2,8.4,1
sim-009222,18,group_a,108553.88,0.6685,67.0,3,6860.56,3.5,1
sim-009223,18,group_b,20878.79,0.2855,38.1,1,7626.57,1.1,1
sim-009224,18,group_a,34649.08,0.5246,45.2,1,8688.91,7.7,0
sim-009225,18,group_b,81902.12,0.1229,57.3,1,7107.75,2.9,0
sim-009226,18,group_b,34431.97,0.3186,78.8,2,5548.56,3.5,0
sim-009227,18,group_b,59729.86,0.3231,43.5,1,9459.3,4.2,1
sim-009228,18,group_b,55880.92,0.2733,62.4,0,6441.62,5.9,1
sim-009229,18,group_a,72076.95,0.2736,101.6,2,6131.42,10.0,1
sim-009230,18,group_a,95760.23,0.4393,59.9,1,10930.08,7.9,0
sim-009231,18,group_b,49310.41,0.4733,58.5,0,7598.93,3.1,0
sim-009232,18,group_b,20593.93,0.5244,105.8,1,15598.31,7.3,0
sim-009233,18,group_b,31946.85,0.2442,50.2,0,4792.18,6.5,0
sim-009234,18,group_a,107381.39,0.2039,48.2,0,19531.18,9.6,0
sim-009235,18,group_a,23671.73,0.0878,110.1,0,10266.9,4.8,0
sim-009236,18,group_a,52820.72,0.5693,73.9,4,4777.39,3.1,1
sim-009237,18,group_b,14911.77,0.464,56.7,2,7198.78,1.6,1
sim-009238,18,group_b,24306.15,0.1873,69.3,3,6028.95,4.7,0
sim-009239,18,group_b,62225.1,0.1822,55.2,0,10709.39,9.1,0
sim-009240,18,group_a,43525.56,0.5165,50.2,4,6023.49,5.9,1
sim-009241,18,group_a,36603.33,0.3125,20.3,1,5270.29,3.1,0
sim-009242,18,group_a,30453.93,0.3302,75.6,1,10284.51,4.6,1
sim-009243,18,group_a,18535.67,0.3632,103.8,0,7348.7,5.3,0
sim-009244,18,group_a,57367.34,0.496,64.4,2,2704.2,3.3,1
sim-009245,18,group_b,38066.05,0.293,134.1,1,14356.32,6.9,0
sim-009246,18,group_a,22625.13,0.1684,64.0,3,7427.17,3.6,0
sim-009247,18,group_a,43420.17,0.2712,40.5,0,7464.74,10.7,0
sim-009248,18,group_b,54727.64,0.3683,34.9,1,13233.93,6.1,1
sim-009249,18,group_b,39407.72,0.2284,92.7,0,10650.41,6.7,0
sim-009250,18,group_a,45013.46,0.3103,57.5,1,24422.05,4.0,0
sim-009251,18,group_a,43565.17,0.3415,28.8,0,5814.52,2.3,0
sim-009252,18,group_b,31861.26,0.4076,35.5,1,12027.52,8.2,0
sim-009253,18,group_b,43861.36,0.6523,68.0,3,5845.42,2.8,0
sim-009254,18,group_b,58383.65,0.31,102.0,0,9900.58,12.6,0
sim-009255,18,group_a,66207.59,0.1503,45.2,0,13932.11,3.6,0
sim-009256,18,group_a,59760.87,0.6602,68.2,0,6317.14,6.2,1
sim-009257,18,group_b,32288.26,0.1519,105.3,1,27305.79,3.3,0
sim-009258,18,group_a,56005.73,0.4966,163.7,2,10985.71,3.8,1
sim-009259,18,group_a,52130.0,0.3003,53.2,1,6850.8,7.6,0
sim-009260,18,group_b,31822.29,0.4486,50.2,1,1990.02,6.1,0
sim-009261,18,group_a,35277.08,0.7046,67.2,1,8397.61,3.9,1
sim-009262,18,group_b,57037.89,0.2488,66.8,0,17193.01,3.0,1
sim-009263,18,group_b,76443.06,0.2545,96.4,1,9779.63,1.9,0
sim-009264,18,group_a,20032.23,0.2812,71.9,1,11386.82,2.7,1
sim-009265,18,group_b,85376.46,0.7251,48.2,2,7562.45,1.8,0
sim-009266,18,group_a,69908.82,0.3708,47.6,0,7818.21,2.2,0
sim-009267,18,group_b,46612.77,0.1651,55.3,1,7969.19,5.9,1
sim-009268,18,group_b,38750.5,0.3141,81.9,0,6611.71,2.9,0
sim-009269,18,group_b,50512.8,0.2645,23.7,1,7833.72,5.6,1
sim-009270,18,group_a,32759.97,0.1662,28.2,1,7752.93,10.3,0
sim-009271,18,group_b,39789.89,0.6414,86.5,1,10583.27,9.3,1
sim-009272,18,group_b,23074.62,0.4937,27.9,4,7753.77,1.3,1
sim-009273,18,group_b,20631.21,0.0929,35.6,0,13477.39,9.1,0
sim-009274,18,group_b,114184.27,0.3058,19.2,3,23677.34,1.6,0
sim-009275,18,group_a,44024.06,0.2402,122.1,0,6636.14,3.7,1
sim-009276,18,group_b,46702.33,0.1771,69.2,1,19155.68,11.2,0
sim-009277,18,group_a,42323.27,0.2191,78.4,0,11284.32,4.1,0
sim-009278,18,group_a,30282.79,0.0883,32.2,0,6227.1,4.9,0
sim-009279,18,group_b,37685.62,0.2284,70.0,1,16656.76,1.0,0
sim-009280,18,group_b,44546.96,0.1603,69.4,2,11182.3,2.9,0
sim-009281,18,group_b,39474.57,0.2562,54.3,1,11827.63,5.5,0
sim-009282,18,group_a,31259.38,0.2329,84.7,0,2561.33,7.6,0
sim-009283,18,group_a,52437.92,0.3975,76.4,3,11290.06,11.0,0
sim-009284,18,group_a,46402.71,0.5595,60.2,1,7893.01,3.7,1
sim-009285,18,group_a,50565.32,0.264,76.5,1,9989.36,13.0,0
sim-009286,18,group_b,57648.46,0.2654,69.4,1,11085.71,9.9,0
sim-009287,18,group_a,39909.91,0.567,102.1,1,10050.21,8.1,0
sim-009288,18,group_a,39937.34,0.4117,33.8,3,10332.98,4.9,1
sim-009289,18,group_a,79907.91,0.4262,121.8,2,12102.48,8.5,0
sim-009290,18,group_a,28839.86,0.5667,58.3,1,7119.03,2.6,0
sim-009291,18,group_b,19517.65,0.3971,67.3,2,19488.37,8.1,0
sim-009292,18,group_b,54139.88,0.1487,30.0,0,11090.29,0.7,1
sim-009293,18,group_a,32914.64,0.7035,40.3,1,5617.33,2.7,1
sim-009294,18,group_a,27269.19,0.4463,63.8,0,9681.31,6.3,1
sim-009295,18,group_a,62180.7,0.3732,76.6,3,4834.13,10.6,0
sim-009296,18,group_a,40343.97,0.6804,97.4,5,12129.76,2.1,1
sim-009297,18,group_b,25217.74,0.3631,27.0,1,4883.39,17.9,0
sim-009298,18,group_b,96633.17,0.2371,45.0,0,7480.2,8.5,0
sim-009299,18,group_a,21796.65,0.1432,38.3,0,7000.17,0.4,0
sim-009300,18,group_b,41340.38,0.2548,53.0,0,12261.61,12.0,0
sim-009301,18,group_a,19389.83,0.2272,70.4,0,5525.82,9.4,0
sim-009302,18,group_a,48034.58,0.4348,88.3,1,10066.14,9.9,0
sim-009303,18,group_a,32752.49,0.4982,148.8,0,4138.85,3.3,1
sim-009304,18,group_a,60481.66,0.1256,51.0,0,13795.72,2.0,0
sim-009305,18,group_a,42561.17,0.1912,61.9,1,7980.11,1.2,0
sim-009306,18,group_b,75603.3,0.17,102.3,1,6664.13,6.8,0
sim-009307,18,group_b,35793.45,0.4783,53.6,3,9013.79,3.1,1
sim-009308,18,group_a,21852.95,0.2009,134.6,1,9370.98,6.0,0
sim-009309,18,group_b,47370.58,0.4369,44.5,1,6355.91,6.4,0
sim-009310,18,group_a,38558.27,0.3424,52.0,1,18101.58,9.7,1
sim-009311,18,group_a,19968.49,0.4568,80.1,0,13826.78,5.4,0
sim-009312,18,group_a,27521.98,0.2727,89.3,2,3605.72,9.5,0
sim-009313,18,group_a,31457.87,0.2629,62.1,0,8451.21,4.4,0
sim-009314,18,group_a,82393.43,0.3616,186.7,0,7165.34,13.5,0
sim-009315,18,group_b,57706.62,0.3691,75.1,1,2081.7,4.0,0
sim-009316,18,group_b,37047.32,0.4083,47.0,1,8764.1,7.7,0
sim-009317,18,group_a,52248.44,0.1935,60.2,0,5509.99,3.8,1
sim-009318,18,group_b,18204.55,0.1749,30.4,2,7587.83,4.3,0
sim-009319,18,group_a,33817.69,0.6984,41.9,1,9773.89,6.7,1
sim-009320,18,group_b,50737.37,0.5558,40.9,1,11744.85,6.5,1
sim-009321,18,group_a,45956.84,0.5107,60.2,1,9511.58,1.9,1
sim-009322,18,group_a,34182.55,0.1504,55.0,0,2675.18,2.7,1
sim-009323,18,group_b,42188.82,0.4747,88.2,1,8062.87,5.7,0
sim-009324,18,group_a,49414.82,0.5111,43.2,2,3354.57,4.9,1
sim-009325,18,group_a,42704.95,0.1585,80.0,1,4765.25,1.4,1
sim-009326,18,group_a,61551.02,0.2851,118.1,0,21122.59,7.4,0
sim-009327,18,group_a,49013.69,0.6254,100.2,1,8672.63,9.8,0
sim-009328,18,group_a,53141.9,0.55,47.5,3,3360.07,2.5,0
sim-009329,18,group_b,88052.9,0.133,123.0,1,7434.16,2.4,0
sim-009330,18,group_b,60691.12,0.1948,42.4,2,24167.82,3.8,0
sim-009331,18,group_a,89072.2,0.6492,89.1,1,6226.75,8.1,0
sim-009332,18,group_a,32331.46,0.37,65.8,2,2970.18,6.2,1
sim-009333,18,group_b,21964.57,0.1581,54.5,1,7775.3,8.8,0
sim-009334,18,group_b,40420.08,0.5191,52.7,2,24492.03,4.9,1
sim-009335,18,group_b,38997.37,0.2557,89.8,0,6449.88,4.2,0
sim-009336,18,group_a,79138.44,0.216,42.7,2,17676.4,10.9,0
sim-009337,18,group_a,26672.31,0.2722,158.9,2,8014.65,8.2,0
sim-009338,18,group_a,41476.03,0.5088,73.8,1,27238.21,7.5,0
sim-009339,18,group_a,50826.61,0.067,118.2,2,7460.47,3.9,0
sim-009340,18,group_a,44714.05,0.669,63.2,1,7260.84,0.3,1
sim-009341,18,group_a,39893.06,0.5334,61.1,0,11039.38,2.0,1
sim-009342,18,group_b,49841.28,0.3628,123.5,1,5909.01,2.9,1
sim-009343,18,group_a,67455.34,0.233,68.8,0,6666.03,2.9,0
sim-009344,18,group_b,81716.65,0.1123,122.2,3,7577.49,6.7,1
sim-009345,18,group_a,43467.94,0.1229,45.6,1,19077.99,17.5,0
sim-009346,18,group_a,30434.89,0.0757,65.9,2,3182.02,3.8,0
sim-009347,18,group_b,81675.09,0.7126,18.9,1,4479.75,0.8,1
sim-009348,18,group_b,27265.95,0.6027,79.8,0,18057.37,5.8,1
sim-009349,18,group_a,90947.99,0.3317,67.0,1,8412.97,5.4,1
sim-009350,18,group_b,75398.06,0.3908,42.5,1,4723.9,0.6,0
sim-009351,18,group_a,80141.37,0.272,50.3,2,10548.12,4.1,0
sim-009352,18,group_a,57174.55,0.1751,83.0,0,7762.25,5.6,0
sim-009353,18,group_b,17654.64,0.4601,76.2,0,6031.25,3.2,1
sim-009354,18,group_b,27710.57,0.1336,29.1,2,5060.56,10.4,0
sim-009355,18,group_a,48771.09,0.1146,94.9,0,6716.7,11.7,0
sim-009356,18,group_b,32280.81,0.3674,64.5,0,2656.68,1.4,0
sim-009357,18,group_b,37555.78,0.354,140.5,0,6117.49,3.7,0
sim-009358,18,group_b,55457.9,0.1218,119.5,0,13490.88,4.5,0
sim-009359,18,group_a,39919.12,0.2698,50.5,1,11200.44,5.9,0
sim-009360,18,group_a,25693.96,0.7207,81.3,0,6503.9,9.4,1
sim-009361,18,group_a,62191.69,0.2143,109.7,1,4060.94,4.1,0
sim-009362,18,group_b,53223.71,0.4209,42.6,2,6155.11,3.8,1
sim-009363,18,group_a,38615.99,0.7585,89.3,2,2499.5,3.5,1
sim-009364,18,group_b,57799.29,0.2873,108.9,1,9890.33,7.0,1
sim-009365,18,group_a,44619.21,0.0606,100.7,0,10415.31,2.1,0
sim-009366,18,group_b,74994.62,0.2921,49.1,3,11778.37,1.5,1
sim-009367,18,group_b,45684.18,0.1942,51.5,1,13415.11,12.7,1
sim-009368,18,group_b,74760.85,0.6779,27.1,3,11959.82,2.1,1
sim-009369,18,group_b,19517.48,0.5606,125.5,1,8290.7,21.9,1
sim-009370,18,group_b,51993.4,0.7644,68.3,4,6220.34,6.3,1
sim-009371,18,group_a,36275.51,0.5134,54.5,2,6058.48,4.1,0
sim-009372,18,group_b,29887.59,0.2989,58.8,1,7696.61,7.1,0
sim-009373,18,group_b,69742.85,0.3513,53.9,0,11623.08,5.6,1
sim-009374,18,group_a,62281.31,0.2797,25.9,0,4945.7,2.1,0
sim-009375,18,group_a,18458.49,0.5989,82.7,0,9060.64,3.3,0
sim-009376,18,group_b,57902.06,0.1564,51.0,0,4799.73,10.2,0
sim-009377,18,group_a,55024.96,0.4513,43.3,4,10038.81,4.1,1
sim-009378,18,group_a,31644.19,0.578,39.4,1,5606.64,7.1,1
sim-009379,18,group_a,30187.17,0.5496,20.4,3,20566.62,9.0,0
sim-009380,18,group_a,21981.54,0.4192,40.0,0,6791.89,0.7,1
sim-009381,18,group_a,37206.42,0.2222,60.3,1,8881.65,5.2,0
sim-009382,18,group_a,39793.36,0.4494,46.8,0,4213.63,2.7,0
sim-009383,18,group_b,59918.38,0.1533,31.8,2,10314.3,6.5,0
sim-009384,18,group_a,48008.81,0.4412,37.6,0,13360.74,1.7,1
sim-009385,18,group_a,27469.69,0.225,69.2,1,5243.41,7.9,1
sim-009386,18,group_b,47397.62,0.1346,35.9,5,7636.69,1.5,1
sim-009387,18,group_b,38534.18,0.1655,27.3,0,4964.54,7.0,0
sim-009388,18,group_a,28951.38,0.1445,145.8,1,7257.7,6.9,0
sim-009389,18,group_a,21991.4,0.2011,45.7,1,12651.73,5.9,0
sim-009390,18,group_b,55738.0,0.5891,25.5,2,22078.13,6.5,0
sim-009391,18,group_b,51714.15,0.3719,40.7,1,11672.52,14.0,0
sim-009392,18,group_a,54167.86,0.447,100.2,0,4327.97,3.1,1
sim-009393,18,group_a,31575.52,0.0497,100.4,0,7665.71,4.2,0
sim-009394,18,group_b,46067.06,0.1745,66.3,0,11716.69,1.4,1
sim-009395,18,group_b,24060.99,0.275,80.7,1,1731.43,1.9,0
sim-009396,18,group_a,28328.83,0.3849,32.7,2,9466.18,5.2,0
sim-009397,18,group_b,43484.83,0.2577,64.2,1,8823.5,10.6,0
sim-009398,18,group_b,47867.32,0.2478,25.5,1,23511.33,10.5,1
sim-009399,18,group_b,21631.3,0.2539,121.2,0,8097.25,2.9,0
sim-009400,18,group_b,27496.97,0.1461,33.9,0,17004.92,15.4,0
sim-009401,18,group_b,36773.58,0.2834,67.0,1,7134.02,2.0,0
sim-009402,18,group_a,64124.25,0.5606,24.5,2,11311.94,8.1,1
sim-009403,18,group_a,30469.97,0.6302,118.6,1,9582.74,2.8,1
sim-009404,18,group_b,45480.62,0.2781,122.3,0,18992.72,3.2,0
sim-009405,18,group_b,47527.55,0.1462,94.2,2,16331.03,4.2,0
sim-009406,18,group_a,38604.7,0.2323,89.7,0,6464.45,4.8,1
sim-009407,18,group_a,47981.39,0.1915,115.6,3,3755.31,8.7,1
sim-009408,18,group_b,24370.65,0.214,20.5,1,12567.02,8.7,0
sim-009409,18,group_b,32551.2,0.3981,83.1,0,19124.63,7.5,0
sim-009410,18,group_a,78310.04,0.5105,55.5,1,3772.73,7.3,0
sim-009411,18,group_a,80660.26,0.3245,86.2,0,19570.53,8.3,0
sim-009412,18,group_a,61085.31,0.2543,67.8,0,5340.07,11.9,0
sim-009413,18,group_b,68061.35,0.1321,86.2,1,16140.67,2.8,0
sim-009414,18,group_b,19912.79,0.4348,75.8,0,7956.41,6.9,1
sim-009415,18,group_a,28783.22,0.1383,17.3,1,15322.93,7.2,0
sim-009416,18,group_a,37621.74,0.1359,66.5,0,10026.88,5.5,0
sim-009417,18,group_b,118251.57,0.1746,156.3,1,13945.3,4.4,1
sim-009418,18,group_a,37590.43,0.4356,59.1,0,6861.37,7.6,1
sim-009419,18,group_b,58621.68,0.1986,69.9,2,4108.42,6.9,0
sim-009420,18,group_a,50257.56,0.2866,123.2,2,14017.38,1.1,0
sim-009421,18,group_a,49790.12,0.2285,29.5,3,14218.94,4.6,1
sim-009422,18,group_a,42451.48,0.336,63.0,0,6680.07,8.8,1
sim-009423,18,group_a,25899.69,0.2115,76.5,0,10074.6,8.0,1
sim-009424,18,group_b,13787.41,0.0873,48.8,0,6147.35,1.0,1
sim-009425,18,group_b,73451.0,0.2603,41.1,2,4011.18,12.0,0
sim-009426,18,group_a,33092.8,0.376,97.3,2,9776.5,4.8,0
sim-009427,18,group_a,19571.16,0.2958,111.8,0,11205.52,8.0,0
sim-009428,18,group_b,51531.25,0.6354,113.4,1,6712.14,4.7,0
sim-009429,18,group_b,51117.98,0.3475,38.8,0,15592.84,8.4,1
sim-009430,18,group_a,59190.41,0.2527,86.6,1,5446.16,1.9,1
sim-009431,18,group_a,68500.79,0.3426,64.0,3,14959.48,9.0,0
sim-009432,18,group_b,29144.62,0.3868,66.4,0,4651.1,5.7,0
sim-009433,18,group_a,29688.28,0.1444,46.2,3,10290.2,5.4,0
sim-009434,18,group_b,37501.82,0.3912,93.2,2,8568.23,7.7,1
sim-009435,18,group_a,60541.77,0.0995,19.1,1,13336.3,4.3,1
sim-009436,18,group_a,17727.84,0.7215,93.9,0,9985.87,7.1,1
sim-009437,18,group_b,45244.96,0.0941,90.1,1,10094.66,5.5,1
sim-009438,18,group_a,63417.25,0.1341,48.3,1,8037.92,3.6,0
sim-009439,18,group_a,62327.61,0.364,35.6,0,10750.76,9.1,0
sim-009440,18,group_a,57733.67,0.1903,37.8,0,4356.66,4.8,1
sim-009441,18,group_b,67000.83,0.0823,58.2,0,2499.25,5.4,0
sim-009442,18,group_b,13523.49,0.526,39.5,3,21926.55,4.2,0
sim-009443,18,group_a,84428.21,0.3782,112.0,3,3523.32,3.8,0
sim-009444,18,group_b,49255.19,0.4908,81.3,0,19947.38,0.8,1
sim-009445,18,group_a,75098.33,0.0962,119.9,2,5669.31,15.2,0
sim-009446,18,group_a,26177.45,0.2513,39.1,1,17207.08,2.9,1
sim-009447,18,group_a,20524.87,0.198,132.2,1,16471.07,3.5,0
sim-009448,18,group_a,90787.66,0.6422,45.5,2,7656.87,11.3,1
sim-009449,18,group_a,29052.53,0.2492,48.0,0,7689.92,4.3,0
sim-009450,18,group_b,37625.73,0.1537,96.4,2,5780.51,3.2,1
sim-009451,18,group_a,53505.03,0.3733,72.6,2,8286.22,11.9,0
sim-009452,18,group_b,59314.7,0.0889,65.9,0,9606.96,7.0,0
sim-009453,18,group_b,67436.04,0.2662,101.4,0,23765.14,3.1,0
sim-009454,18,group_a,47090.29,0.2142,16.1,1,3287.69,5.9,0
sim-009455,18,group_a,27534.36,0.1293,46.6,1,7558.87,7.6,0
sim-009456,18,group_a,57686.92,0.3521,26.1,0,11807.76,1.6,0
sim-009457,18,group_a,58074.01,0.0805,59.1,1,4243.51,2.2,0
sim-009458,18,group_b,20003.96,0.266,129.7,1,14588.42,8.9,0
sim-009459,18,group_b,77796.18,0.4503,124.8,0,15417.32,14.3,0
sim-009460,18,group_b,15084.58,0.3781,31.4,1,12441.55,6.5,1
sim-009461,18,group_a,66201.25,0.2724,60.5,0,6623.44,4.1,0
sim-009462,18,group_a,32848.91,0.7821,111.9,2,12650.21,9.7,0
sim-009463,18,group_a,57659.71,0.2987,50.5,2,7584.27,4.7,1
sim-009464,18,group_b,53118.55,0.1617,55.2,0,6722.03,2.4,0
sim-009465,18,group_a,42209.83,0.3005,33.8,3,12192.61,2.5,1
sim-009466,18,group_a,51816.11,0.4321,43.3,0,6373.83,3.5,0
sim-009467,18,group_b,41344.37,0.4769,53.9,2,13006.05,8.9,1
sim-009468,18,group_a,57864.5,0.3499,52.3,4,12904.56,9.3,1
sim-009469,18,group_a,107346.17,0.3106,68.3,1,14188.85,6.5,0
sim-009470,18,group_b,24408.33,0.5433,77.8,3,5628.2,2.8,1
sim-009471,18,group_a,11237.13,0.2481,128.1,0,10963.44,6.2,1
sim-009472,18,group_a,36005.13,0.2625,59.4,2,7061.75,3.7,0
sim-009473,18,group_a,34986.21,0.3372,67.7,2,23576.88,9.3,0
sim-009474,18,group_a,36586.02,0.2704,57.5,2,4231.91,4.9,1
sim-009475,18,group_b,29053.54,0.3705,54.3,0,8783.25,3.9,0
sim-009476,18,group_a,61847.22,0.265,53.9,1,7831.66,7.3,0
sim-009477,18,group_b,24000.78,0.2042,86.9,1,8299.6,3.6,0
sim-009478,18,group_a,51809.33,0.5025,46.5,0,4304.67,1.4,1
sim-009479,18,group_b,56058.75,0.1557,96.6,0,5597.23,1.4,0
sim-009480,18,group_b,48967.68,0.4256,85.7,2,4077.24,9.2,0
sim-009481,18,group_a,52606.77,0.4266,73.7,2,3998.61,3.4,1
sim-009482,18,group_b,63875.57,0.269,64.5,5,6874.6,0.9,0
sim-009483,18,group_b,43848.57,0.2096,106.0,1,26137.03,3.1,0
sim-009484,18,group_b,37066.59,0.5504,104.7,2,12627.1,1.2,0
sim-009485,18,group_a,52589.7,0.5003,127.6,1,5889.62,4.6,1
sim-009486,18,group_b,55168.85,0.597,68.0,2,7561.36,7.1,1
sim-009487,18,group_a,62296.84,0.0904,53.1,1,4561.5,5.5,0
sim-009488,18,group_b,20885.18,0.1799,97.1,0,2161.35,1.5,0
sim-009489,18,group_b,39692.47,0.0873,42.0,0,8325.25,14.1,0
sim-009490,18,group_a,27406.77,0.4067,139.6,2,7303.52,11.5,0
sim-009491,18,group_b,54263.4,0.4053,35.5,0,7431.64,6.7,1
sim-009492,18,group_b,58175.4,0.3167,71.8,3,6547.39,3.1,0
sim-009493,18,group_b,38205.96,0.4224,47.2,1,6366.89,14.3,0
sim-009494,18,group_a,31561.95,0.3822,98.3,3,10454.97,1.8,0
sim-009495,18,group_a,55090.07,0.129,67.8,2,4685.39,1.6,0
sim-009496,18,group_a,40539.75,0.3513,80.3,0,8496.97,3.7,1
sim-009497,18,group_a,78050.86,0.4262,33.8,1,3421.07,2.4,0
sim-009498,18,group_b,90277.21,0.1928,96.0,2,21127.17,5.7,0
sim-009499,18,group_a,65270.71,0.4169,88.9,0,11896.68,1.6,1
sim-009500,19,group_b,47844.72,0.4174,83.1,2,5864.38,5.5,0
sim-009501,19,group_b,93408.86,0.1953,72.1,0,6828.35,6.3,0
sim-009502,19,group_b,48007.02,0.2909,34.5,0,12077.84,4.3,1
sim-009503,19,group_a,35480.5,0.2667,60.5,0,12944.67,7.9,1
sim-009504,19,group_a,32674.72,0.2855,75.2,0,6180.57,3.2,0
sim-009505,19,group_b,32290.53,0.7844,56.2,4,6162.89,4.3,1
